id,name,city,video,video_url,time_of_day,start_time,end_time,region_code,channel_name,channel_url,published_at,country_code
slTbgnXsBik,London Crosswalk or Fashion Week? 😎 | Original Video Credits 🎥 @simseklondon via Instagram,London,slTbgnXsBik,https://www.youtube.com/watch?v=slTbgnXsBik,unknown,0:00,0:00:15,GB,Exploring UK,https://www.youtube.com/channel/UCUyMClJKZOq6PTM9KzQK1Ig,2025-04-18T18:42:36Z,GB
U3Kew0vNYH4,Pedestrian Refuge Island vs Zebra Crossing EXPLAINED - UK London ,London,U3Kew0vNYH4,https://www.youtube.com/watch?v=U3Kew0vNYH4,unknown,0:00,0:01:36,GB,Theory Test Tutor,https://www.youtube.com/channel/UCkenhlHFadFiK3ai_5n34IQ,2026-01-01T14:29:07Z,GB
