id,name,city,video,video_url,time_of_day,start_time,end_time,region_code,channel_name,channel_url,published_at,country_code
Qh1n6VVKgn0,"Driving in Ulm City, Germany - 4K UHD - Driving Downtown - Driving Tour",Ulm,Qh1n6VVKgn0,https://www.youtube.com/watch?v=Qh1n6VVKgn0,unknown,0:00,0:20:06,DE,Travel Passion & More,https://www.youtube.com/channel/UCtNP3HfnQIZX9j9D12ek8VQ,2022-09-24,DE
