id,name,city,video,video_url,time_of_day,start_time,end_time,region_code,channel_name,channel_url,published_at,country_code
ULl8s4qydrk,Ulm Germany 4K Drive,Ulm,ULl8s4qydrk,https://www.youtube.com/watch?v=ULl8s4qydrk,unknown,0:00,0:30:00,DE,The Driver Real,,2023-08-26,DE
